classes,x,y,Validation
dogs,0.130488,-0.604563,1
dogs,-0.21126,-0.58058,1
dogs,-0.196319,-0.552167,1
dogs,-0.278438,-0.320117,1
dogs,-0.314797,-0.83355,1
dogs,-0.478762,-1.06775,1
dogs,-0.176776,-0.684656,1
dogs,-0.165223,-0.539283,1
dogs,-0.154375,-0.903971,1
dogs,-0.253105,-0.726876,1
dogs,-0.296378,-0.579516,1
dogs,-0.298023,-0.702,1
dogs,-0.103885,-0.92686,1
dogs,-0.417611,-0.362998,1
dogs,-0.507288,-0.612083,1
dogs,-0.224672,-0.857858,1
dogs,-0.594431,-0.977529,1
dogs,-0.615525,-1.082042,1
dogs,-0.356572,-0.632395,1
dogs,-0.215152,-0.674157,1
dogs,0.136188,-0.9408,1
dogs,-0.467223,-0.979452,1
dogs,-0.642713,-0.670905,1
dogs,-0.662835,-0.440892,1
dogs,-0.061795,-0.645353,1
dogs,-0.810751,-0.698786,1
dogs,-0.166759,-0.885315,1
dogs,-0.248713,-0.79836,1
dogs,-0.20627,-0.696493,1
dogs,-0.248709,-0.828282,1
dogs,-0.206598,-0.797206,1
dogs,-0.310154,-0.779716,1
dogs,-0.480537,-0.434301,1
dogs,-0.322551,-1.06251,1
dogs,-0.396645,-0.782725,1
dogs,-0.392036,-0.243643,1
dogs,-0.221356,-0.764907,1
dogs,-0.357586,-0.534833,1
dogs,-0.192484,-0.784879,1
dogs,-0.06668,-0.380435,1
dogs,-0.129694,-1.019012,1
dogs,0.008573,-0.684076,1
dogs,-0.640408,-0.777435,1
dogs,-0.152366,-0.854802,1
dogs,-0.489903,-0.34889,1
dogs,-0.225902,-0.597448,1
dogs,-0.652883,-1.209839,1
dogs,-0.134305,-1.076084,1
dogs,-0.517941,-0.688703,1
dogs,-0.402765,-0.752354,1
dogs,-0.378885,-0.73392,1
dogs,-0.780344,-0.708137,1
dogs,-0.596329,-0.703802,1
dogs,-0.425803,-0.951781,1
dogs,-0.882377,-0.727194,1
dogs,-0.238771,-0.535925,1
dogs,-0.655694,-0.683801,1
dogs,-0.670572,-0.671166,1
dogs,-0.54834,-0.706384,1
dogs,-0.244721,-0.923538,1
dogs,-0.366338,-0.777757,1
dogs,0.017638,-0.783367,1
dogs,-0.577146,-0.545651,1
dogs,-0.477128,-0.707916,1
dogs,-0.434902,-1.078588,1
dogs,-0.280105,-0.419927,1
dogs,-0.37574,-0.462345,1
dogs,-0.585935,-0.679242,1
dogs,-0.325828,-0.923398,1
dogs,-0.148217,-1.129709,1
dogs,-0.255679,-0.636757,1
dogs,-0.604333,-0.487243,1
dogs,-0.133682,-0.558704,1
dogs,-0.425667,-0.935562,1
dogs,-0.728538,0.035208,1
dogs,-0.575459,-0.607019,1
dogs,-0.19024,-0.540265,1
dogs,-0.777685,-1.283846,1
dogs,-0.494901,-0.917736,1
dogs,-0.211134,-0.929089,1
dogs,-0.148756,-0.751712,1
dogs,-0.308571,-0.696993,1
dogs,-0.546866,-1.010801,1
dogs,-0.332977,-0.687748,1
dogs,-0.757264,-0.560534,1
dogs,-0.595666,-0.56945,1
dogs,-0.795753,-0.778305,1
dogs,-0.658428,-0.360992,1
dogs,-0.334222,-0.833274,1
dogs,-0.276039,-1.030662,1
dogs,-0.607084,-1.080236,1
dogs,-0.818018,-1.016472,1
dogs,-0.771154,-0.345296,1
dogs,-0.479095,-0.493892,1
dogs,-0.477166,-0.573165,1
dogs,-0.32196,-0.541097,1
dogs,-0.525615,-0.528865,1
dogs,-0.257144,-0.643062,1
dogs,-0.141064,-0.872031,1
dogs,-0.692669,-0.549914,1
dogs,-0.324514,-0.986485,1
dogs,-0.603821,-1.146252,1
dogs,-0.420369,-1.159883,1
dogs,-0.739369,-0.670927,1
dogs,-0.769132,-0.939336,1
dogs,-0.24523,-0.855625,1
dogs,-0.219623,-0.883499,1
dogs,-0.780055,-0.610333,1
dogs,-0.414162,-0.846655,1
dogs,-1.08658,-0.551099,1
dogs,-0.491376,-1.134272,1
dogs,-0.336431,-0.602131,1
dogs,-0.591539,-0.647538,1
dogs,-0.862041,-0.975468,1
dogs,-0.515024,-0.538449,1
dogs,-0.612641,-0.832028,1
dogs,-0.783964,-0.580106,1
dogs,-0.396317,-0.546375,1
dogs,-0.584397,-0.662647,1
dogs,-0.650196,-0.9294,1
dogs,-0.744204,-0.863088,1
dogs,-0.391844,-0.727101,1
dogs,-0.581295,-0.646905,1
dogs,-0.305652,-0.595466,1
dogs,-0.379549,-0.852073,1
dogs,-0.429165,-0.105487,1
dogs,-0.363988,-0.507389,1
dogs,-0.326536,-0.723102,1
dogs,-0.760596,-0.681792,1
dogs,-0.5333,-0.83855,1
dogs,-1.132453,-0.466863,1
dogs,-0.823251,-0.512265,1
dogs,-0.167319,-0.806396,1
dogs,-0.328953,-0.326662,1
dogs,-1.01599,-0.279719,1
dogs,-0.753806,-0.780794,1
dogs,-0.733224,-0.555619,1
dogs,-0.754012,-0.564067,1
dogs,-0.612047,-0.448119,1
dogs,-0.591392,-0.494549,1
dogs,-0.441221,-0.932404,1
dogs,-0.595542,-0.595336,1
dogs,-0.501876,-0.691684,1
dogs,-0.292791,-0.855757,1
dogs,-0.620774,-0.457923,1
dogs,-0.714454,-0.754707,1
dogs,-0.858677,-0.674801,1
dogs,-0.605067,-0.588426,1
dogs,-0.56958,-0.537826,1
dogs,-0.605397,-0.176214,1
dogs,-0.841418,-0.769931,1
dogs,-0.49071,-0.492188,1
dogs,-0.67717,-0.555585,1
dogs,-0.663824,-0.651548,1
dogs,-0.710658,-0.503897,1
dogs,-0.857522,-0.641326,1
dogs,-1.105312,-0.817082,1
dogs,-0.730577,-0.798074,1
dogs,-0.522413,-0.761333,1
dogs,-0.721754,-0.168235,1
dogs,-0.36616,-0.920073,1
dogs,-0.477572,-0.68115,1
dogs,-0.654114,-0.838946,1
dogs,-0.710643,-0.577927,1
dogs,-0.813074,-0.540733,1
dogs,-0.554232,-0.623321,1
dogs,-0.67256,-0.685479,1
dogs,-0.3959,-0.6514,1
dogs,-0.627021,-0.780254,1
dogs,-0.396603,-0.276323,1
dogs,-0.570107,-0.448698,1
dogs,-0.95718,-0.707911,1
dogs,-1.220201,-0.388144,1
dogs,-0.759716,-0.587723,1
dogs,-1.073523,-0.799867,1
dogs,-0.379508,-0.78166,1
dogs,-0.714964,-0.325843,1
dogs,-0.536456,-0.505116,1
dogs,-0.666875,-0.9167,1
dogs,-1.067656,-0.448115,1
dogs,-0.455128,-0.811108,1
dogs,-0.561049,-0.917404,1
dogs,-1.019777,-0.609343,1
dogs,-0.516982,-0.306643,1
dogs,-1.339202,-0.59865,1
dogs,-0.731831,-0.566886,1
dogs,-0.609847,-0.541681,1
dogs,-0.311536,-0.481665,1
dogs,-0.843354,-1.027574,1
dogs,-0.695533,-0.852915,1
dogs,-0.952944,-0.618393,1
dogs,-0.867301,-0.431383,1
dogs,-0.967597,-0.59575,1
dogs,-0.883569,-0.622947,1
dogs,-0.63874,-0.542653,1
dogs,-0.337893,-0.310892,1
dogs,-0.95055,-0.668423,1
dogs,-0.491388,-0.761823,1
dogs,-0.681611,-0.266283,1
dogs,-0.80766,-0.583029,1
dogs,-0.735654,-0.787586,1
dogs,-0.898208,-0.748587,1
dogs,-0.705301,-0.657979,1
dogs,-0.958188,-0.591378,1
dogs,-0.687555,-0.499492,1
dogs,-0.607916,-0.504436,1
dogs,-0.43505,-0.372697,1
dogs,-0.373151,-0.116403,1
dogs,-0.730115,-0.708102,1
dogs,-0.41945,-0.957833,1
dogs,-0.77472,-0.837808,1
dogs,-0.376353,-0.5613,1
dogs,-0.908028,-0.271404,1
dogs,-0.974274,-1.068741,1
dogs,-0.760298,-0.936237,1
dogs,-0.566836,-0.445481,1
dogs,-0.466631,-0.495549,1
dogs,-0.93416,-0.31818,1
dogs,-0.399213,-0.822355,1
dogs,-0.783281,-0.629156,1
dogs,-0.949103,-0.422484,1
dogs,-0.85526,-0.717352,1
dogs,-0.410964,-0.699795,1
dogs,-0.701382,-0.421702,1
dogs,-1.11199,-0.684014,1
dogs,-0.5385,-0.573171,1
dogs,-0.77561,-0.831132,1
dogs,-0.530578,-0.293912,1
dogs,-0.850751,-0.453595,1
dogs,-0.660928,-0.606377,1
dogs,-0.66268,-0.384644,1
dogs,-0.564744,-0.903109,1
dogs,-0.592272,-0.780054,1
dogs,-0.808918,-0.456586,1
dogs,-1.182911,-0.46823,1
dogs,-0.535251,-0.900523,1
dogs,-0.810059,-0.116797,1
dogs,-0.961381,-0.874141,1
dogs,-0.678296,-0.680869,1
dogs,-0.41006,-0.753384,1
dogs,-0.566103,-0.848359,1
dogs,-0.605625,-0.647135,1
dogs,-0.360091,-0.56756,1
dogs,-0.854192,-0.34585,1
dogs,-0.632174,-1.042896,1
dogs,-0.91241,-0.848697,1
dogs,-0.63842,-0.370888,1
dogs,-0.459821,-0.335755,1
dogs,-0.469423,-0.149062,1
dogs,-0.818906,-0.519738,1
dogs,-0.728496,-0.677597,1
dogs,-0.878705,-0.69174,1
dogs,-0.488461,-0.32023,1
dogs,-1.007859,-0.848365,1
dogs,-0.441529,-0.564771,1
dogs,-0.907685,-0.812279,1
dogs,-0.32416,-0.274044,1
dogs,-0.93862,-0.809351,1
dogs,-0.769018,-0.536207,1
dogs,-0.972588,-0.639683,1
dogs,-0.295845,-0.316827,1
dogs,-0.559245,-0.328302,1
dogs,-0.575772,-0.959612,1
dogs,-0.43627,-0.620827,1
dogs,-0.533812,-0.434984,1
dogs,-0.673351,-0.867641,1
dogs,-0.654149,-0.519753,1
dogs,-0.70416,-0.307649,1
dogs,-0.379036,-0.828723,1
dogs,-0.737245,-0.678969,1
dogs,-0.905937,-0.548379,1
dogs,-0.965715,-0.486483,1
dogs,-0.793935,-0.79808,1
dogs,-0.620353,-0.729755,1
dogs,-0.798994,-0.694189,1
dogs,-0.464484,-0.493972,1
dogs,-0.933836,-0.173658,1
dogs,-0.553325,-0.4375,1
dogs,-0.997692,-0.342199,1
dogs,-1.001061,-0.4968,1
dogs,-0.387599,-0.597424,1
dogs,-0.965045,-0.845043,1
dogs,-0.846157,-0.394645,1
dogs,-0.821494,-0.892718,1
dogs,-0.824773,-0.3062,1
dogs,-0.391718,-0.416107,1
dogs,-0.657576,-0.745906,1
dogs,-0.611315,-0.823579,1
dogs,-0.881313,-0.567656,1
dogs,-0.861075,-0.394933,1
dogs,-0.839915,-0.094792,1
dogs,-0.31784,-0.441069,1
dogs,-0.693991,-0.534614,1
dogs,-0.211958,-0.368584,1
dogs,-1.018846,-0.563093,1
dogs,-0.699187,-0.902985,1
dogs,-0.610283,-0.235045,1
dogs,-0.773599,-0.400998,1
dogs,-0.464948,-0.25293,1
dogs,-0.635206,-0.374843,1
dogs,-0.914015,-0.539527,1
dogs,-0.583544,-0.566829,1
dogs,-0.885115,-0.024484,1
dogs,-0.589799,-0.614119,1
dogs,-0.773532,-0.636361,1
dogs,-0.52938,-0.082864,1
dogs,-0.788888,0.060616,1
dogs,-0.732425,-0.934256,1
dogs,-0.814687,-0.671706,1
dogs,-0.466879,-0.340655,1
dogs,-0.494799,-0.37249,1
dogs,-0.902764,-0.633894,1
dogs,-0.840395,-0.559147,1
dogs,-0.528253,-0.778846,1
dogs,-0.684775,-0.327513,1
dogs,-0.847254,-0.544332,1
dogs,-0.490382,-0.353422,1
dogs,-0.725281,0.201356,1
dogs,-1.082047,-0.970376,1
dogs,-0.830294,-0.370125,1
dogs,-0.73405,-0.690624,1
dogs,-0.663373,-0.488901,1
dogs,-0.629899,-0.354519,1
dogs,-0.357879,-0.04036,1
dogs,-0.764723,-0.560682,1
dogs,-1.439783,-0.314951,1
dogs,-0.576754,-0.754743,1
dogs,-0.640132,-0.159588,1
dogs,-0.832581,-0.219532,1
dogs,-0.635653,-0.305168,1
dogs,-0.977091,-0.719684,1
dogs,-0.898621,-0.45896,1
dogs,-0.918795,-0.463665,1
dogs,-1.050122,-0.401519,1
dogs,-0.531894,-0.183772,1
dogs,-0.740993,-0.699498,1
dogs,-0.407384,-0.386944,1
dogs,-0.719762,-0.380413,1
dogs,-1.076541,-0.236082,1
dogs,-1.197098,-0.54207,1
dogs,-1.034623,-0.296516,1
dogs,-0.974036,-0.100331,1
dogs,-0.860838,-0.480487,1
dogs,-0.764758,-0.432173,1
dogs,-0.473982,-0.577309,1
dogs,-0.83558,-0.400211,1
dogs,-0.450287,-0.536436,1
dogs,-1.19254,-0.707444,1
dogs,-0.505878,0.031155,1
dogs,-0.960035,-0.536247,1
dogs,-0.41553,0.014562,1
dogs,-0.82713,-0.194581,1
dogs,-0.584777,-0.564719,1
dogs,-0.684831,-0.223656,1
dogs,-0.903168,0.098028,1
dogs,-0.6668,-0.159401,1
dogs,-0.798419,-0.304002,1
dogs,-0.407994,-0.275574,1
dogs,-0.68501,-0.803477,1
dogs,-0.841483,-0.527142,1
dogs,-0.914448,-0.053531,1
dogs,-0.942568,-0.24444,1
dogs,-0.308559,-0.273068,1
dogs,-0.719108,-0.558293,1
dogs,-0.681472,-0.544213,1
dogs,-0.722654,-0.107947,1
dogs,-0.764884,-0.241253,1
dogs,-0.819642,-0.152845,1
dogs,-0.954167,-0.535847,1
dogs,-0.749115,-0.103911,1
dogs,-0.48472,-0.25951,1
dogs,-0.621824,-0.319926,1
dogs,-0.369954,0.047346,1
dogs,-0.165643,0.045966,1
dogs,-0.517757,0.09335,1
dogs,-0.845854,-0.048067,1
dogs,-0.729718,-0.223382,1
dogs,-0.493049,-0.3109,1
dogs,-0.798288,-0.607165,1
dogs,-1.032647,-0.723682,1
dogs,-0.922259,-0.192223,1
dogs,-0.783495,0.168603,1
dogs,-0.687467,-0.221975,1
dogs,-0.864484,-0.236551,1
dogs,-0.909839,0.068753,1
dogs,-0.555832,-0.497983,1
dogs,-0.579838,-0.346214,1
dogs,-0.852324,-0.521484,1
dogs,-0.758082,-0.655043,1
dogs,-0.712889,-0.229404,1
dogs,-0.097579,-0.36246,1
dogs,-0.448237,-0.500963,1
dogs,-0.931283,-0.302305,1
dogs,-0.76984,0.004323,1
dogs,-0.746738,-0.162575,1
dogs,-0.497389,-0.507015,1
dogs,-0.514366,-0.138785,1
dogs,-1.31419,-0.098958,1
dogs,-0.213367,-0.437682,1
dogs,-0.629444,-0.218035,1
dogs,-0.730686,-0.69984,1
dogs,-0.839782,-0.620347,1
dogs,-0.753585,-0.428197,1
dogs,-0.790563,-0.443451,1
dogs,0.005826,-0.299458,1
dogs,-1.209133,-0.401998,1
dogs,-0.991523,0.091461,1
dogs,-0.77805,-0.074788,1
dogs,-0.678102,-0.585408,1
dogs,-0.745403,-0.494101,1
dogs,-0.667318,0.110561,1
dogs,-0.646777,0.082515,1
dogs,-0.766743,-0.289112,1
dogs,-0.740585,-0.566761,1
dogs,-0.990641,-0.331877,1
dogs,-0.662562,0.134835,1
dogs,-0.756035,-0.497853,1
dogs,-0.750027,0.076112,1
dogs,-0.746316,-0.332358,1
dogs,-1.056093,-0.223854,1
dogs,-1.16192,-0.028651,1
dogs,-0.842065,-0.175728,1
dogs,-1.19872,-0.570654,1
dogs,-0.592038,-0.249294,1
dogs,-0.945567,0.263498,1
dogs,-0.612002,-0.635751,1
dogs,-0.825033,-0.290081,1
dogs,-0.859443,-0.416708,1
dogs,-0.648063,-0.261944,1
dogs,-1.09784,-0.488628,1
dogs,-0.458585,-0.205358,1
dogs,-0.84547,-0.617198,1
dogs,-0.515044,-0.262735,1
dogs,-0.728012,-0.266661,1
dogs,-0.692957,-0.237759,1
dogs,-0.31921,-0.073613,1
dogs,-0.70561,-0.126512,1
dogs,-0.629068,-0.340376,1
dogs,-0.720402,-0.099142,1
dogs,-0.78495,-0.486377,1
dogs,-0.893002,-0.740372,1
dogs,-0.604156,-0.089378,1
dogs,-1.244772,0.305561,1
dogs,-0.724909,-0.230538,1
dogs,-0.923913,-0.105724,1
dogs,-0.661429,-0.297817,1
dogs,-0.919513,-0.110327,1
dogs,-0.409278,-0.24344,1
dogs,-0.415947,-0.267665,1
dogs,-0.816178,-0.078216,1
dogs,-0.923429,-0.528284,1
dogs,-0.863011,0.209242,1
dogs,-0.81666,-0.347417,1
dogs,-1.074887,-0.082811,1
dogs,-1.114688,-0.354645,1
dogs,-0.902758,-0.559653,1
dogs,-1.121543,-0.146136,1
dogs,-0.868521,0.175616,1
dogs,-0.893455,-0.405381,1
dogs,-0.356502,-0.52375,1
dogs,-0.684746,0.011322,1
dogs,-0.986404,-0.566986,1
dogs,-0.589226,0.23472,1
dogs,-0.664448,0.055348,1
dogs,-0.642978,-0.608704,1
dogs,-0.667087,-0.323825,1
dogs,-0.899789,-0.117942,1
dogs,-0.712704,-0.186207,1
dogs,-0.679395,0.252072,1
dogs,-0.894068,0.131298,1
dogs,-0.747259,-0.042589,1
dogs,-0.711212,0.119797,1
dogs,-0.718546,-0.165294,1
dogs,-0.608408,-0.191344,1
dogs,-0.784885,-0.042708,1
dogs,-0.895177,0.033609,1
dogs,-0.734964,0.123741,1
dogs,-0.556014,-0.096917,1
dogs,-1.113704,-0.029987,1
dogs,-0.82872,0.340931,1
dogs,-0.774769,-0.054537,1
dogs,-0.980584,0.487835,1
dogs,-0.411277,-0.010616,1
dogs,-0.720228,0.38415,1
dogs,-0.520908,-0.100518,1
dogs,-1.400172,0.260575,1
dogs,-0.287418,-0.069355,1
dogs,-0.640602,0.222977,1
dogs,-0.704291,-0.145862,1
dogs,-0.425334,0.070544,1
dogs,-0.618693,0.069535,1
dogs,-0.656133,0.397505,1
dogs,-0.769078,0.237855,1
dogs,-0.735093,0.033409,1
dogs,-0.535546,0.065579,1
dogs,-0.46731,0.54212,1
dogs,-0.223888,-0.036729,1
dogs,-0.747635,0.341781,1
dogs,-0.619022,0.472482,1
dogs,-0.847006,0.257174,1
dogs,-1.056983,0.172764,1
dogs,-0.611079,0.15988,1
dogs,-0.834656,0.372609,1
dogs,-0.807412,-0.032965,1
dogs,-0.823091,-0.485942,1
dogs,-0.542936,0.007164,1
dogs,-0.949939,0.446331,1
dogs,-1.272366,-0.095362,1
dogs,-0.990518,-0.18885,1
dogs,-0.503229,0.104505,1
dogs,-0.546132,0.435047,1
dogs,-0.359923,0.318205,1
dogs,-0.861722,0.0729,1
dogs,-0.831067,0.087539,1
dogs,-1.15726,0.153153,1
dogs,-0.905283,0.132913,1
dogs,-0.467613,0.324028,1
dogs,-1.212536,0.015765,1
dogs,-0.674494,0.159255,1
dogs,-0.751854,-0.053086,1
dogs,-0.883812,0.311128,1
dogs,-0.91574,-0.032192,1
dogs,-0.758306,-0.04663,1
dogs,-0.814573,0.471107,1
dogs,-0.805737,0.292763,1
dogs,-0.502654,0.064548,1
dogs,-1.115884,-0.140481,1
dogs,-0.675335,0.236071,1
dogs,-1.066388,-0.17105,1
dogs,-0.716254,0.299225,1
dogs,-0.741451,0.136032,1
dogs,-0.557169,0.41671,1
dogs,-1.068929,0.486412,1
dogs,-0.95604,0.296902,1
dogs,-0.734902,0.29498,1
dogs,-0.912195,0.441641,1
dogs,-0.544158,0.397557,1
dogs,-0.608557,0.201564,1
dogs,-0.638487,0.270169,1
dogs,-1.016414,-0.1646,1
dogs,-0.844608,0.594693,1
dogs,-0.72903,0.206983,1
dogs,-1.107529,0.664374,1
dogs,-0.808018,0.34265,1
dogs,-0.439781,0.155047,1
dogs,-0.806045,0.232467,1
dogs,-0.714018,0.100389,1
dogs,-0.433297,0.104166,1
dogs,-0.54847,0.367928,1
dogs,-0.449677,0.116254,1
dogs,-0.817672,0.430357,1
dogs,-1.013934,0.263067,1
dogs,-0.62002,0.330428,1
dogs,-1.09367,0.38681,1
dogs,-1.174582,0.256068,1
dogs,-0.837835,0.226063,1
dogs,-0.903065,0.30695,1
dogs,-0.420616,-0.092668,1
dogs,-1.144163,0.835386,1
dogs,-1.043286,0.26292,1
dogs,-1.380596,0.449327,1
dogs,-0.924872,0.13224,1
dogs,-0.723467,0.571132,1
dogs,-0.377516,-0.114638,1
dogs,-0.876228,0.103837,1
dogs,-0.690341,-0.116009,1
dogs,-0.590565,0.484316,1
dogs,-0.519922,0.455908,1
dogs,-0.397859,0.843608,1
dogs,-1.22318,0.66321,1
dogs,-0.775325,0.395891,1
dogs,-0.48455,0.166834,1
dogs,-0.793818,0.373781,1
dogs,-1.018634,0.339367,1
dogs,-0.745094,0.493836,1
dogs,-0.637363,0.22208,1
dogs,-0.857486,0.511611,1
dogs,-0.467104,0.017624,1
dogs,-0.42538,0.536673,1
dogs,-0.437313,0.810285,1
dogs,-0.408982,0.643596,1
dogs,-0.43742,0.160318,1
dogs,-0.445897,0.57,1
dogs,-0.826686,0.823009,1
dogs,-0.992328,0.252802,1
dogs,-0.866973,0.314303,1
dogs,-0.922822,0.387148,1
dogs,-0.837385,0.376972,1
dogs,-0.921122,0.010107,1
dogs,-0.977711,0.131408,1
dogs,-0.162709,0.500493,1
dogs,-1.037409,-0.121744,1
dogs,-0.77056,0.467712,1
dogs,-0.693589,0.30289,1
dogs,-0.792918,0.801616,1
dogs,-0.650866,0.480242,1
dogs,-0.543972,0.559128,1
dogs,-0.230833,0.254899,1
dogs,-0.445584,0.63275,1
dogs,-0.765674,0.355034,1
dogs,-0.977458,0.77061,1
dogs,-0.720751,0.395387,1
dogs,-0.736587,0.167494,1
dogs,-0.82006,0.621069,1
dogs,-1.028593,0.395843,1
dogs,-0.708372,0.481053,1
dogs,-0.584719,0.588434,1
dogs,-0.715566,0.260941,1
dogs,-1.040952,0.529183,1
dogs,-0.931918,0.490724,1
dogs,-0.764836,0.223451,1
dogs,-0.428372,0.490386,1
dogs,-0.936984,0.458569,1
dogs,-0.82387,0.449547,1
dogs,-0.799848,0.625101,1
dogs,-0.759127,0.600141,1
dogs,-0.431846,0.110503,1
dogs,-0.532879,0.64125,1
dogs,-0.609426,0.588887,1
dogs,-0.865038,0.309343,1
dogs,-0.825408,0.453441,1
dogs,-0.369283,0.600829,1
dogs,-0.677878,0.195476,1
dogs,-0.907404,0.658495,1
dogs,-1.104381,0.027002,1
dogs,-1.298094,0.013858,1
dogs,-0.302762,0.350917,1
dogs,-0.807163,0.406871,1
dogs,-0.655651,0.171567,1
dogs,-1.055214,0.733718,1
dogs,-0.819894,0.344352,1
dogs,-0.855627,0.402057,1
dogs,-0.802961,0.147246,1
dogs,-0.865185,0.313775,1
dogs,-0.85,0.730309,1
dogs,-0.642336,1.039349,1
dogs,-0.37694,0.458545,1
dogs,-0.862144,0.695623,1
dogs,-0.742735,0.425367,1
dogs,-0.808527,0.05835,1
dogs,-0.860913,0.235761,1
dogs,-0.90086,0.261524,1
dogs,-1.281959,-0.025639,1
dogs,-0.942657,0.461168,1
dogs,-0.715921,0.602897,1
dogs,-0.913799,0.383354,1
dogs,-0.871827,-0.152332,1
dogs,-0.98486,0.506592,1
dogs,-0.7293,0.222391,1
dogs,-0.834497,0.296903,1
dogs,-0.835528,0.567185,1
dogs,-1.179878,0.41698,1
dogs,-1.012715,0.538624,1
dogs,-0.722444,0.27255,1
dogs,-1.107239,0.055163,1
dogs,-0.914929,0.507585,1
dogs,-0.896022,0.49587,1
dogs,-0.81916,0.341314,1
dogs,-0.601113,0.348955,1
dogs,-1.155074,0.118879,1
dogs,-0.863089,0.690631,1
dogs,-1.182212,0.274829,1
dogs,-0.866712,0.241975,1
dogs,-0.432994,0.465613,1
dogs,-0.692701,0.466883,1
dogs,-1.00319,0.602209,1
dogs,-0.859299,0.449441,1
dogs,-0.986201,0.441008,1
dogs,-0.791801,0.463026,1
dogs,-0.595739,0.791096,1
dogs,-0.660743,0.376114,1
dogs,-0.427942,0.821069,1
dogs,-0.843291,0.58022,1
dogs,-1.10434,0.439274,1
dogs,-1.001504,0.728341,1
dogs,-0.46127,0.270935,1
dogs,-0.668493,0.674781,1
dogs,-0.981366,0.224532,1
dogs,-0.556022,0.182755,1
dogs,-0.863143,0.279289,1
dogs,-0.444089,0.517273,1
dogs,-0.81996,0.390961,1
dogs,-0.812607,0.664965,1
dogs,-0.432013,0.77042,1
dogs,-0.892151,0.195328,1
dogs,-0.855319,0.224559,1
dogs,-0.754164,0.515652,1
dogs,-0.48394,0.445218,1
dogs,-0.927058,0.474164,1
dogs,-0.761892,0.211821,1
dogs,-0.696861,0.422039,1
dogs,-0.943183,0.608219,1
dogs,-0.468544,0.700098,1
dogs,-0.674174,0.378138,1
dogs,-0.267019,0.554349,1
dogs,-0.856962,0.492587,1
dogs,-0.856321,0.797935,1
dogs,-0.388042,0.415301,1
dogs,-0.878085,0.300065,1
dogs,-1.003295,0.258175,1
dogs,-0.44493,0.342373,1
dogs,-0.675248,0.488341,1
dogs,-0.919616,0.379401,1
dogs,-0.586231,0.561472,1
dogs,-0.690408,0.341564,1
dogs,-0.908104,0.543684,1
dogs,-0.302645,0.681221,1
dogs,-0.604678,0.484927,1
dogs,-0.580124,0.460952,1
dogs,-0.918684,0.470624,1
dogs,-0.871211,0.711986,1
dogs,-0.837525,0.427304,1
dogs,-0.999025,0.350657,1
dogs,-0.765518,0.661801,1
dogs,-0.767458,0.195778,1
dogs,-0.822346,0.415325,1
dogs,-1.297286,0.262444,1
dogs,-0.786185,0.510195,1
dogs,-0.68325,0.116704,1
dogs,-0.517362,0.333685,1
dogs,-0.304654,0.30499,1
dogs,-0.719445,0.353064,1
dogs,-0.674922,0.760984,1
dogs,-0.451818,0.311649,1
dogs,-0.457371,0.442025,1
dogs,-0.906387,0.442654,1
dogs,-0.901472,0.523001,1
dogs,-0.796575,0.60154,1
dogs,-0.715723,0.406141,1
dogs,-0.972766,0.574468,1
dogs,-0.860015,0.222465,1
dogs,-1.631817,0.224768,1
dogs,-1.159485,1.025932,1
dogs,-0.722906,0.122962,1
dogs,-0.671491,0.430005,1
dogs,-0.342502,0.421075,1
dogs,-0.872926,0.386379,1
dogs,-0.812981,0.468826,1
dogs,-0.534538,0.513251,1
dogs,-0.716673,0.18514,1
dogs,-0.847876,0.488945,1
dogs,-0.93681,0.150025,1
dogs,-0.614086,0.184251,1
dogs,-0.510446,0.470358,1
dogs,-0.846912,0.800311,1
dogs,-0.495225,0.51613,1
dogs,-1.001481,0.494959,1
dogs,-0.559493,0.701934,1
dogs,-1.023739,0.48144,1
dogs,-0.462365,0.498098,1
dogs,-1.003815,0.379344,1
dogs,-0.582303,0.929885,1
dogs,-0.213487,0.465949,1
dogs,-0.890145,0.440455,1
dogs,-0.732367,0.42173,1
dogs,-0.970802,0.547896,1
dogs,-0.704418,0.401374,1
dogs,-0.722102,0.60095,1
dogs,-0.342433,1.224205,1
dogs,-0.762759,0.537378,1
dogs,-0.414362,0.583957,1
dogs,-1.085339,0.584528,1
dogs,-1.178724,0.12307,1
dogs,-1.018327,0.842704,1
dogs,-0.528032,0.119362,1
dogs,-0.574517,0.570949,1
dogs,-0.680808,0.089499,1
dogs,-0.49561,0.991508,1
dogs,-0.775747,0.643788,1
dogs,-0.593485,0.267306,1
dogs,-0.558958,0.885374,1
dogs,-1.075631,0.578569,1
dogs,-0.81254,0.672464,1
dogs,-1.126309,0.56344,1
dogs,-0.869503,0.971322,1
dogs,-0.74822,0.941206,1
dogs,-0.703091,0.561716,1
dogs,-0.824909,0.48613,1
dogs,-0.896077,0.518223,1
dogs,-0.914703,0.252224,1
dogs,-1.253654,0.70942,1
dogs,-0.601314,0.707668,1
dogs,-0.601922,0.972436,1
dogs,-0.279073,0.631626,1
dogs,-1.117244,-0.111158,1
dogs,-0.728828,0.540747,1
dogs,-0.988254,0.689913,1
dogs,-0.965253,0.32816,1
dogs,-0.731529,0.896469,1
dogs,-0.463652,0.900902,1
dogs,-1.139605,0.803835,1
dogs,-1.130438,0.98694,1
dogs,-0.579343,0.930987,1
dogs,-0.618673,0.240076,1
dogs,-0.809557,0.369409,1
